Team_Name,Pts_Scored,Pts_Al,Win,TDs,First_Sc,Second_Sc,Third_Sc,Fourth_Sc,First_Al,Second_Al,Third_Al,Fourth_Al,Off_Plys,Rush_Plys,Pass_Plys,Fumbles,Yds_Ply,Yds_Rush,Yds_Pass,Total_Yds_Gm,Total_Rush_Yds_Gm,Total_Pass_Yds_Gm,Yds_Ply_Al,Yds_Rush_Al,Yds_Pass_Al,Total_Yds_Gm_Al,Total_Rush_Yds_Gm_Al,Total_Pass_Yds_Gm_Al,Off_Plys_Al,Rush_Plys_Al,Pass_Plys_Al,Completion_Rate,Pass_Att,Pass_TDs,INTs,Sacks_Taken,Rush_TDs,Rush_Att,Pass_1Ds_Gm,Rush_1Ds_Gm,First_Ds_Gm,Third_Conv_Perc,Fourth_Conv_Perc,Sacks_Gm,INT_Gm,Fumbles_Caused,TO_Gm,FG_Att,FG_Perc_Comp,PAT_Att,PAT_Perc_Comp,Punts,Avg_Punt_Yds_Gm,Avg_Punt_Ret_Yds_Gm,Avg_Punt_Ret_Yds_Opp_Gm,Total_Punt_Ret_Yds_Gm,Total_Punt_Ret_Yds_Opp_Gm,Punt_Ret_TD,Punt_Ret_TD_Opp,Avg_Kick_Ret_Yds_Gm,Avg_Kick_Ret_Yds_Opp_Gm,Kick_Ret_TD_Opp,Kick_Ret_TD,Penalties,Penalty_Gm,Penalty_Yds_Gm,Playoff_app_5_yrs,Superbowl_Win,Draft_Pos,Week_Of_Szn,Perc_Pro_Bowl,Opp_Name,Year
Bengals,23.0,26.0,0.0,2.0,3.0,3.0,3.0,14.0,7.0,6.0,0.0,13.0,62.0,23.0,38.0,0.0,6.0,4.7,6.9,370.0,108.0,262.0,6.0,7.0,7.9,514.0,266.0,248.0,71.0,38.0,32.0,0.7105263157894737,38.0,2.0,0.0,1.0,0.0,23.0,12.0,6.0,21.0,41.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,49.0,4.5,6.0,9.0,24.0,0.0,0.0,32.333333333333336,26.0,0.0,0.0,7-60,7.0,60.0,2.0,0.0,11.0,5.0,0.03773584905660377,CardinalsArizona,2019.0
Bengals,17.0,23.0,0.0,1.0,7.0,3.0,0.0,7.0,14.0,3.0,3.0,3.0,55.0,14.0,39.0,0.0,4.5,2.4,6.0,250.0,33.0,217.0,4.5,6.3,7.2,497.0,269.0,228.0,77.0,43.0,33.0,0.5384615384615384,39.0,0.0,1.0,2.0,1.0,14.0,14.0,2.0,18.0,45.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,40.2,0.0,8.0,0.0,8.0,0.0,0.0,47.333333333333336,0.0,0.0,1.0,4-20,4.0,20.0,2.0,0.0,11.0,7.0,0.03773584905660377,RavensBaltimore,2019.0
Bengals,17.0,27.0,0.0,2.0,0.0,7.0,3.0,7.0,0.0,6.0,3.0,18.0,65.0,20.0,43.0,1.0,4.5,1.6,6.4,291.0,33.0,258.0,4.5,4.9,8.0,460.0,216.0,244.0,78.0,44.0,32.0,0.5116279069767442,43.0,1.0,3.0,2.0,1.0,20.0,12.0,3.0,21.0,41.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,48.3,5.0,7.5,5.0,15.0,0.0,0.0,32.666666666666664,0.0,0.0,0.0,6-50,6.0,50.0,2.0,0.0,11.0,8.0,0.03773584905660377,JaguarsJacksonville,2019.0
Bengals,10.0,24.0,0.0,1.0,0.0,10.0,0.0,0.0,3.0,14.0,7.0,0.0,79.0,22.0,52.0,0.0,5.1,4.7,6.3,401.0,104.0,297.0,5.1,3.8,12.0,470.0,98.0,372.0,57.0,26.0,31.0,0.6153846153846154,52.0,1.0,0.0,5.0,0.0,22.0,15.0,5.0,24.0,33.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6-40,6.0,40.0,2.0,0.0,11.0,9.0,0.03773584905660377,Rams,2019.0
Bengals,13.0,49.0,0.0,1.0,0.0,10.0,0.0,3.0,14.0,14.0,21.0,0.0,72.0,40.0,30.0,2.0,4.3,3.9,5.6,307.0,157.0,150.0,4.3,5.9,11.0,379.0,136.0,243.0,46.0,23.0,22.0,0.5333333333333333,30.0,1.0,1.0,2.0,0.0,40.0,9.0,11.0,21.0,46.0,25.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,53.0,0.0,0.0,0.0,8.0,0.0,0.0,31.666666666666668,18.0,0.0,0.0,1-5,1.0,5.0,2.0,0.0,11.0,10.0,0.03773584905660377,RavensBaltimore,2019.0
Bengals,10.0,17.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,14.0,0.0,3.0,58.0,22.0,31.0,1.0,4.2,7.9,3.7,246.0,173.0,73.0,4.2,3.3,10.1,386.0,113.0,273.0,66.0,34.0,29.0,0.41935483870967744,31.0,0.0,1.0,5.0,1.0,22.0,6.0,9.0,16.0,23.0,50.0,3.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,5.0,45.0,10.67,0.0,32.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,4-40,4.0,40.0,2.0,0.0,11.0,11.0,0.03773584905660377,RaidersOakland,2019.0
Bengals,10.0,16.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,3.0,7.0,6.0,51.0,21.0,26.0,2.0,4.8,4.1,7.4,244.0,86.0,158.0,4.8,4.2,7.5,338.0,159.0,179.0,68.0,38.0,27.0,0.46153846153846156,26.0,1.0,0.0,4.0,0.0,21.0,5.0,2.0,11.0,16.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,46.4,4.5,5.25,18.0,21.0,0.0,0.0,23.5,16.0,0.0,0.0,7-79,7.0,79.0,2.0,0.0,11.0,12.0,0.03773584905660377,SteelersPittsburgh,2019.0
Bengals,22.0,6.0,1.0,2.0,7.0,10.0,5.0,0.0,3.0,3.0,0.0,0.0,63.0,25.0,37.0,0.0,4.4,1.8,6.6,277.0,44.0,233.0,4.4,3.6,5.0,271.0,62.0,209.0,69.0,17.0,48.0,0.5945945945945946,37.0,1.0,0.0,1.0,1.0,25.0,12.0,5.0,18.0,35.0,0.0,4.0,0.0,0.0,0.0,3.0,0.6666666666666666,2.0,1.0,5.0,47.6,2.0,0.0,6.0,0.0,0.0,0.0,16.666666666666668,16.0,0.0,0.0,2-15,2.0,15.0,2.0,0.0,11.0,13.0,0.03773584905660377,Jets,2019.0
Bengals,19.0,27.0,0.0,1.0,6.0,7.0,3.0,3.0,7.0,7.0,10.0,3.0,72.0,31.0,39.0,0.0,6.3,5.8,7.4,451.0,179.0,272.0,6.3,5.4,8.0,333.0,146.0,187.0,52.0,27.0,24.0,0.5897435897435898,39.0,0.0,1.0,2.0,1.0,31.0,14.0,12.0,27.0,25.0,50.0,1.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,41.5,0.0,8.0,0.0,16.0,0.0,0.0,22.8,23.5,0.0,0.0,8-99,8.0,99.0,2.0,0.0,11.0,14.0,0.03773584905660377,BrownsCleveland,2019.0
Bengals,13.0,34.0,0.0,1.0,10.0,0.0,0.0,3.0,7.0,6.0,14.0,7.0,63.0,32.0,31.0,1.0,5.0,5.1,4.9,315.0,164.0,151.0,5.0,5.5,4.4,291.0,175.0,116.0,63.0,32.0,29.0,0.5483870967741935,31.0,1.0,4.0,0.0,0.0,32.0,9.0,7.0,19.0,30.0,50.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,41.7,4.5,0.5,9.0,1.0,0.0,0.0,18.0,21.0,0.0,0.0,5-25,5.0,25.0,2.0,0.0,11.0,15.0,0.03773584905660377,England,2019.0
